id	age	gender	score	propscore	qtype	trial	cond	engage	engageaff	engagecog
166	8.33	f	0	0	mem	4	audiovisual	3.125	2.666667	3.4
166	8.33	f	1	1	mem	5	audiovisual	3.125	2.666667	3.4
166	8.33	f	1	1	gen	6	audiovisual	3.125	2.666667	3.4
166	8.33	f	0	0	gen	7	audiovisual	3.125	2.666667	3.4
166	8.33	f	1	1	gen	8	audiovisual	3.125	2.666667	3.4
166	8.33	f	1	1	gen	9	audiovisual	3.125	2.666667	3.4
166	8.33	f	1	1	gen	10	audiovisual	3.125	2.666667	3.4
167	8.07	m	3	1	mem	1	audiovisual	3.6	3.66	3.6
167	8.07	m	0	0	mem	2	audiovisual	3.6	3.66	3.6
167	8.07	m	1	1	mem	3	audiovisual	3.6	3.66	3.6
167	8.07	m	1	1	mem	4	audiovisual	3.6	3.66	3.6
167	8.07	m	1	1	mem	5	audiovisual	3.6	3.66	3.6
167	8.07	m	1	1	gen	6	audiovisual	3.6	3.66	3.6
167	8.07	m	1	1	gen	7	audiovisual	3.6	3.66	3.6
167	8.07	m	1	1	gen	8	audiovisual	3.6	3.66	3.6
167	8.07	m	0	0	gen	9	audiovisual	3.6	3.66	3.6
167	8.07	m	1	1	gen	10	audiovisual	3.6	3.66	3.6
168	8.92	m	0	0	mem	1	audiovisual	2.63	2.33	2.8
168	8.92	m	0	0	mem	2	audiovisual	2.63	2.33	2.8
168	8.92	m	1	1	mem	3	audiovisual	2.63	2.33	2.8
168	8.92	m	1	1	mem	4	audiovisual	2.63	2.33	2.8
168	8.92	m	0	0	mem	5	audiovisual	2.63	2.33	2.8
168	8.92	m	0	0	gen	6	audiovisual	2.63	2.33	2.8
168	8.92	m	1	1	gen	7	audiovisual	2.63	2.33	2.8
168	8.92	m	0	0	gen	8	audiovisual	2.63	2.33	2.8
168	8.92	m	1	1	gen	9	audiovisual	2.63	2.33	2.8
168	8.92	m	0	0	gen	10	audiovisual	2.63	2.33	2.8
169	7.47	m	0	0	mem	1	audiovisual	3.38	2.67	3.8
169	7.47	m	0	0	mem	2	audiovisual	3.38	2.67	3.8
169	7.47	m	1	1	mem	3	audiovisual	3.38	2.67	3.8
169	7.47	m	1	1	mem	4	audiovisual	3.38	2.67	3.8
169	7.47	m	0	0	mem	5	audiovisual	3.38	2.67	3.8
169	7.47	m	1	1	gen	6	audiovisual	3.38	2.67	3.8
169	7.47	m	0	0	gen	7	audiovisual	3.38	2.67	3.8
169	7.47	m	0	0	gen	8	audiovisual	3.38	2.67	3.8
169	7.47	m	1	1	gen	9	audiovisual	3.38	2.67	3.8
169	7.47	m	0	0	gen	10	audiovisual	3.38	2.67	3.8
171	8.88	m	3	1	mem	1	audiovisual	3.63	3.33	3.8
171	8.88	m	1	1	mem	2	audiovisual	3.63	3.33	3.8
171	8.88	m	0	0	mem	3	audiovisual	3.63	3.33	3.8
171	8.88	m	1	1	mem	4	audiovisual	3.63	3.33	3.8
171	8.88	m	0	0	mem	5	audiovisual	3.63	3.33	3.8
171	8.88	m	1	1	gen	6	audiovisual	3.63	3.33	3.8
171	8.88	m	1	1	gen	7	audiovisual	3.63	3.33	3.8
171	8.88	m	0	0	gen	8	audiovisual	3.63	3.33	3.8
171	8.88	m	0	0	gen	9	audiovisual	3.63	3.33	3.8
171	8.88	m	NA	NA	gen	10	audiovisual	3.63	3.33	3.8
172	7.19	f	0	0	mem	1	audiovisual	3.13	3.33	3
172	7.19	f	0	0	mem	2	audiovisual	3.13	3.33	3
172	7.19	f	1	1	mem	3	audiovisual	3.13	3.33	3
172	7.19	f	0	0	mem	4	audiovisual	3.13	3.33	3
172	7.19	f	0	0	mem	5	audiovisual	3.13	3.33	3
172	7.19	f	1	1	gen	6	audiovisual	3.13	3.33	3
172	7.19	f	1	1	gen	7	audiovisual	3.13	3.33	3
172	7.19	f	0	0	gen	8	audiovisual	3.13	3.33	3
172	7.19	f	0	0	gen	9	audiovisual	3.13	3.33	3
172	7.19	f	1	1	gen	10	audiovisual	3.13	3.33	3
173	7.43	f	0	0	mem	1	audiovisual	3.375	3.33	3.4
173	7.43	f	0	0	mem	2	audiovisual	3.375	3.33	3.4
173	7.43	f	0	0	mem	3	audiovisual	3.375	3.33	3.4
173	7.43	f	0	0	mem	4	audiovisual	3.375	3.33	3.4
173	7.43	f	0	0	mem	5	audiovisual	3.375	3.33	3.4
173	7.43	f	0	0	gen	6	audiovisual	3.375	3.33	3.4
173	7.43	f	0	0	gen	7	audiovisual	3.375	3.33	3.4
173	7.43	f	1	1	gen	8	audiovisual	3.375	3.33	3.4
173	7.43	f	1	1	gen	9	audiovisual	3.375	3.33	3.4
173	7.43	f	0	0	gen	10	audiovisual	3.375	3.33	3.4
174	7.69	f	3	1	mem	1	audiovisual	3.875	4	3.8
174	7.69	f	0	0	mem	2	audiovisual	3.875	4	3.8
174	7.69	f	0	0	mem	3	audiovisual	3.875	4	3.8
174	7.69	f	1	1	mem	4	audiovisual	3.875	4	3.8
174	7.69	f	1	1	mem	5	audiovisual	3.875	4	3.8
174	7.69	f	1	1	gen	6	audiovisual	3.875	4	3.8
174	7.69	f	1	1	gen	7	audiovisual	3.875	4	3.8
174	7.69	f	1	1	gen	8	audiovisual	3.875	4	3.8
174	7.69	f	1	1	gen	9	audiovisual	3.875	4	3.8
174	7.69	f	1	1	gen	10	audiovisual	3.875	4	3.8
175	8.31	m	0	0	mem	1	audiovisual	3.25	2.67	3.6
175	8.31	m	1	1	mem	2	audiovisual	3.25	2.67	3.6
175	8.31	m	1	1	mem	3	audiovisual	3.25	2.67	3.6
175	8.31	m	1	1	mem	4	audiovisual	3.25	2.67	3.6
175	8.31	m	0	0	mem	5	audiovisual	3.25	2.67	3.6
175	8.31	m	1	1	gen	6	audiovisual	3.25	2.67	3.6
175	8.31	m	1	1	gen	7	audiovisual	3.25	2.67	3.6
175	8.31	m	1	1	gen	8	audiovisual	3.25	2.67	3.6
175	8.31	m	1	1	gen	9	audiovisual	3.25	2.67	3.6
175	8.31	m	1	1	gen	10	audiovisual	3.25	2.67	3.6
176	7.5	m	0	0	mem	1	audiovisual	2.75	2.67	2.8
176	7.5	m	0	0	mem	2	audiovisual	2.75	2.67	2.8
176	7.5	m	1	1	mem	3	audiovisual	2.75	2.67	2.8
176	7.5	m	1	1	mem	4	audiovisual	2.75	2.67	2.8
176	7.5	m	1	1	mem	5	audiovisual	2.75	2.67	2.8
176	7.5	m	1	1	gen	6	audiovisual	2.75	2.67	2.8
176	7.5	m	1	1	gen	7	audiovisual	2.75	2.67	2.8
176	7.5	m	0	0	gen	8	audiovisual	2.75	2.67	2.8
176	7.5	m	1	1	gen	9	audiovisual	2.75	2.67	2.8
176	7.5	m	0	0	gen	10	audiovisual	2.75	2.67	2.8
177	8.8	f	0	0	mem	1	audiovisual	3.25	3	3.4
177	8.8	f	1	1	mem	2	audiovisual	3.25	3	3.4
177	8.8	f	0	0	mem	3	audiovisual	3.25	3	3.4
177	8.8	f	0	0	mem	4	audiovisual	3.25	3	3.4
177	8.8	f	0	0	mem	5	audiovisual	3.25	3	3.4
177	8.8	f	1	1	gen	6	audiovisual	3.25	3	3.4
177	8.8	f	1	1	gen	7	audiovisual	3.25	3	3.4
177	8.8	f	0	0	gen	8	audiovisual	3.25	3	3.4
177	8.8	f	1	1	gen	9	audiovisual	3.25	3	3.4
177	8.8	f	0	0	gen	10	audiovisual	3.25	3	3.4
